ProductID,Name,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,ProductCategoryID
977,"Road-750 Black, 58",100,75,343.6496,539.99,2
978,"Touring-3000 Blue, 44",100,75,461.4448,742.35,3
979,"Touring-3000 Blue, 50",100,75,461.4448,742.35,3
980,"Mountain-400-W Silver, 38",100,75,419.7784,769.49,1
981,"Mountain-400-W Silver, 40",100,75,419.7784,769.49,1
982,"Mountain-400-W Silver, 42",100,75,419.7784,769.49,1
983,"Mountain-400-W Silver, 46",100,75,419.7784,769.49,1
984,"Mountain-500 Silver, 40",100,75,308.2179,564.99,1
985,"Mountain-500 Silver, 42",100,75,308.2179,564.99,1
986,"Mountain-500 Silver, 44",100,75,308.2179,564.99,1
987,"Mountain-500 Silver, 48",100,75,308.2179,564.99,1
988,"Mountain-500 Silver, 52",100,75,308.2179,564.99,1
989,"Mountain-500 Black, 40",100,75,294.5797,539.99,1
990,"Mountain-500 Black, 42",100,75,294.5797,539.99,1
991,"Mountain-500 Black, 44",100,75,294.5797,539.99,1
992,"Mountain-500 Black, 48",100,75,294.5797,539.99,1
993,"Mountain-500 Black, 52",100,75,294.5797,539.99,1
994,LL Bottom Bracket,500,375,23.9716,53.99,5
995,ML Bottom Bracket,500,375,44.9506,101.24,5
996,HL Bottom Bracket,500,375,53.9416,121.49,5
997,"Road-750 Black, 44",100,75,343.6496,539.99,2
998,"Road-750 Black, 48",100,75,343.6496,539.99,2
999,"Road-750 Black, 52",100,75,343.6496,539.99,2
