SalesOrderID,OrderDate,DueDate,ShipDate,OnlineOrderFlag,CustomerID,CreditCardID,SubTotal,TaxAmt,Freight,TotalDue
47631,2012-08-25,2012-09-06,2012-09-01,1,26325,5964,2071.4196,165.7136,51.7855,2288.9187
47632,2012-08-25,2012-09-06,2012-09-01,1,27060,14255,782.99,62.6392,19.5748,865.204
47633,2012-08-25,2012-09-06,2012-09-01,1,21894,2046,2181.5625,174.525,54.5391,2410.6266
47634,2012-08-25,2012-09-06,2012-09-01,1,11570,,2071.4196,165.7136,51.7855,2288.9187
47635,2012-08-25,2012-09-06,2012-09-01,1,12216,6547,2071.4196,165.7136,51.7855,2288.9187
47636,2012-08-25,2012-09-06,2012-09-01,1,26142,16616,782.99,62.6392,19.5748,865.204
47637,2012-08-26,2012-09-07,2012-09-02,1,13447,12516,2181.5625,174.525,54.5391,2410.6266
47638,2012-08-26,2012-09-07,2012-09-02,1,26319,4958,2049.0982,163.9279,51.2275,2264.2536
47639,2012-08-26,2012-09-07,2012-09-02,1,15321,10050,782.99,62.6392,19.5748,865.204
47640,2012-08-27,2012-09-08,2012-09-03,1,26317,17961,2071.4196,165.7136,51.7855,2288.9187
47641,2012-08-27,2012-09-08,2012-09-03,1,27062,11188,782.99,62.6392,19.5748,865.204
47642,2012-08-28,2012-09-09,2012-09-04,1,17109,5650,1000.4375,80.035,25.0109,1105.4834
47643,2012-08-28,2012-09-09,2012-09-04,1,19290,14781,1000.4375,80.035,25.0109,1105.4834
47644,2012-08-28,2012-09-09,2012-09-04,1,15693,7778,2181.5625,174.525,54.5391,2410.6266
47645,2012-08-28,2012-09-09,2012-09-04,1,14555,1949,2181.5625,174.525,54.5391,2410.6266
47646,2012-08-28,2012-09-09,2012-09-04,1,20373,195,2071.4196,165.7136,51.7855,2288.9187
47647,2012-08-28,2012-09-09,2012-09-04,1,21897,7714,2443.35,195.468,61.0838,2699.9018
47648,2012-08-28,2012-09-09,2012-09-04,1,12263,18188,2071.4196,165.7136,51.7855,2288.9187
47649,2012-08-29,2012-09-10,2012-09-05,1,16447,16667,2181.5625,174.525,54.5391,2410.6266
47650,2012-08-29,2012-09-10,2012-09-05,1,16512,4808,2443.35,195.468,61.0838,2699.9018
47651,2012-08-29,2012-09-10,2012-09-05,1,25911,18829,2181.5625,174.525,54.5391,2410.6266
47652,2012-08-29,2012-09-10,2012-09-05,1,20825,13154,782.99,62.6392,19.5748,865.204
47653,2012-08-29,2012-09-10,2012-09-05,1,20163,13776,782.99,62.6392,19.5748,865.204
47654,2012-08-29,2012-09-10,2012-09-05,1,24615,,1000.4375,80.035,25.0109,1105.4834
47655,2012-08-29,2012-09-10,2012-09-05,1,24889,6618,1000.4375,80.035,25.0109,1105.4834
47656,2012-08-29,2012-09-10,2012-09-05,1,21882,12302,2443.35,195.468,61.0838,2699.9018
47657,2012-08-29,2012-09-10,2012-09-05,1,26138,12460,782.99,62.6392,19.5748,865.204
47658,2012-08-30,2012-09-11,2012-09-06,0,29772,14562,99514.5024,9571.0264,2990.9458,112076.4746
47659,2012-08-30,2012-09-11,2012-09-06,0,30039,18656,5033.644,480.0966,150.0302,5663.7708
47660,2012-08-30,2012-09-11,2012-09-06,0,29672,5618,469.794,45.1002,14.0938,528.988
47661,2012-08-30,2012-09-11,2012-09-06,0,29565,4322,469.794,45.1002,14.0938,528.988
47662,2012-08-30,2012-09-11,2012-09-06,0,29734,1346,34681.7052,3326.0349,1039.3859,39047.126
47663,2012-08-30,2012-09-11,2012-09-06,0,29994,10456,73798.9622,7169.5929,2240.4978,83209.0529
47664,2012-08-30,2012-09-11,2012-09-06,0,30065,1862,41365.4632,3986.6354,1245.8236,46597.9222
47665,2012-08-30,2012-09-11,2012-09-06,0,29599,4052,40.373,3.2298,1.0093,44.6121
47666,2012-08-30,2012-09-11,2012-09-06,0,29580,15232,75002.6273,7242.2603,2263.2063,84508.0939
47667,2012-08-30,2012-09-11,2012-09-06,0,29771,11441,2024.5486,195.9683,61.2401,2281.757
47668,2012-08-30,2012-09-11,2012-09-06,0,29692,923,44166.0665,4234.1156,1323.1611,49723.3432
47669,2012-08-30,2012-09-11,2012-09-06,0,29778,5710,9304.4953,896.3694,280.1154,10480.9801
47670,2012-08-30,2012-09-11,2012-09-06,0,29614,1566,77480.9635,7463.2019,2332.2506,87276.416
47671,2012-08-30,2012-09-11,2012-09-06,0,29867,11679,40.373,3.2298,1.0093,44.6121
47672,2012-08-30,2012-09-11,2012-09-06,0,29890,13693,70.6445,6.1225,1.9133,78.6803
47673,2012-08-30,2012-09-11,2012-09-06,0,30067,3980,30842.6667,2971.1831,928.4947,34742.3445
47674,2012-08-30,2012-09-11,2012-09-06,0,29973,15875,7719.321,741.5951,231.7485,8692.6646
47675,2012-08-30,2012-09-11,2012-09-06,0,29844,1417,47948.7516,4595.2331,1436.0103,53979.995
47676,2012-08-30,2012-09-11,2012-09-06,0,29605,16021,29482.0603,2837.3044,886.6576,33206.0223
47677,2012-08-30,2012-09-11,2012-09-06,0,29744,12,41679.2782,3995.2714,1248.5223,46923.0719
47678,2012-08-30,2012-09-11,2012-09-06,0,29613,18717,6919.2582,657.0438,205.3262,7781.6282
47679,2012-08-30,2012-09-11,2012-09-06,0,30114,12746,348.7055,33.0699,10.3343,392.1097
47680,2012-08-30,2012-09-11,2012-09-06,0,29909,13779,29157.5473,2791.0262,872.1957,32820.7692
47681,2012-08-30,2012-09-11,2012-09-06,0,30075,2571,28874.4471,2761.2502,862.8907,32498.588
47682,2012-08-30,2012-09-11,2012-09-06,0,29604,18868,264.711,25.2976,7.9055,297.9141
47683,2012-08-30,2012-09-11,2012-09-06,0,29827,11886,82582.8222,7939.7536,2481.173,93003.7488
47684,2012-08-30,2012-09-11,2012-09-06,0,29811,18153,1692.4137,158.1508,49.4221,1899.9866
47685,2012-08-30,2012-09-11,2012-09-06,0,29647,17774,51197.9881,4917.5859,1536.7456,57652.3196
47686,2012-08-30,2012-09-11,2012-09-06,0,29824,14030,65.6018,6.4727,2.0227,74.0972
47687,2012-08-30,2012-09-11,2012-09-06,0,29889,5093,47238.6521,4535.1276,1417.2274,53191.0071
47688,2012-08-30,2012-09-11,2012-09-06,0,29532,5409,2485.7036,238.6275,74.5711,2798.9022
47689,2012-08-30,2012-09-11,2012-09-06,0,29489,6653,812.4274,78.3893,24.4966,915.3133
47690,2012-08-30,2012-09-11,2012-09-06,0,29761,5439,2960.1511,283.174,88.4919,3331.817
47691,2012-08-30,2012-09-11,2012-09-06,0,30041,8784,40.373,3.2298,1.0093,44.6121
47692,2012-08-30,2012-09-11,2012-09-06,0,29805,8217,3604.1268,343.8613,107.4567,4055.4448
47693,2012-08-30,2012-09-11,2012-09-06,0,29825,16281,33129.1617,3174.6895,992.0905,37295.9417
47694,2012-08-30,2012-09-11,2012-09-06,0,29689,3070,72337.8288,7004.4415,2188.888,81531.1583
47695,2012-08-30,2012-09-11,2012-09-06,0,30018,17239,113.97,9.8774,3.0867,126.9341
47696,2012-08-30,2012-09-11,2012-09-06,0,30000,6156,60516.8114,5861.5225,1831.7258,68210.0597
47697,2012-08-30,2012-09-11,2012-09-06,0,29826,13699,383.052,37.5209,11.7253,432.2982
47698,2012-08-30,2012-09-11,2012-09-06,0,29497,13045,72887.4109,7005.1633,2189.1135,82081.6877
47699,2012-08-30,2012-09-11,2012-09-06,0,29636,2604,6174.861,592.9668,185.3021,6953.1299
47700,2012-08-30,2012-09-11,2012-09-06,0,29937,5661,35142.7647,3371.943,1053.7322,39568.4399
47701,2012-08-30,2012-09-11,2012-09-06,0,29683,10336,6413.6311,613.5978,191.7493,7218.9782
47702,2012-08-30,2012-09-11,2012-09-06,0,29654,14497,7536.3114,721.9967,225.624,8483.9321
47703,2012-08-30,2012-09-11,2012-09-06,0,29520,4983,6185.5671,589.5099,184.2218,6959.2988
47704,2012-08-30,2012-09-11,2012-09-06,0,29875,11744,648.9054,64.0253,20.0079,732.9386
47705,2012-08-30,2012-09-11,2012-09-06,0,29795,8672,18715.3153,1790.312,559.4725,21065.0998
47706,2012-08-30,2012-09-11,2012-09-06,0,29658,1912,29731.4902,2877.861,899.3316,33508.6828
47707,2012-08-30,2012-09-11,2012-09-06,0,29782,8850,269.964,23.3969,7.3115,300.6724
47708,2012-08-30,2012-09-11,2012-09-06,0,30048,14928,66707.6253,6441.3383,2012.9182,75161.8818
47709,2012-08-30,2012-09-11,2012-09-06,0,29879,11984,5360.1565,510.5717,159.5537,6030.2819
47710,2012-08-30,2012-09-11,2012-09-06,0,29610,3235,183.9382,18.1486,5.6714,207.7582
47711,2012-08-30,2012-09-11,2012-09-06,0,29920,19043,51.0518,4.4245,1.3827,56.859
47712,2012-08-30,2012-09-11,2012-09-06,0,29646,13054,99262.9841,9645.5789,3014.2434,111922.8064
47713,2012-08-30,2012-09-11,2012-09-06,0,29718,12399,67.539,6.6638,2.0825,76.2853
47714,2012-08-30,2012-09-11,2012-09-06,0,29533,2337,3863.8275,367.4983,114.8432,4346.169
47715,2012-08-30,2012-09-11,2012-09-06,0,29570,242,3784.6176,358.6934,112.0917,4255.4027
47716,2012-08-30,2012-09-11,2012-09-06,0,30109,17645,48997.224,4685.8442,1464.3263,55147.3945
47717,2012-08-30,2012-09-11,2012-09-06,0,30057,1324,1409.382,135.3007,42.2815,1586.9642
47718,2012-08-30,2012-09-11,2012-09-06,0,29594,6340,86493.3807,8310.7993,2597.1248,97401.3048
47719,2012-08-30,2012-09-11,2012-09-06,0,29981,15784,9845.1474,947.585,296.1203,11088.8527
47720,2012-08-30,2012-09-11,2012-09-06,0,29992,7176,43386.8027,4146.65,1295.8281,48829.2808
47721,2012-08-30,2012-09-11,2012-09-06,0,29587,1906,52719.4376,5061.241,1581.6378,59362.3164
47722,2012-08-30,2012-09-11,2012-09-06,0,29862,10520,183.9382,18.1486,5.6714,207.7582
47723,2012-08-30,2012-09-11,2012-09-06,0,30104,10422,1308.9375,125.658,39.2681,1473.8636
47724,2012-08-30,2012-09-11,2012-09-06,0,29783,5868,48434.2657,4650.6744,1453.3358,54538.2759
47725,2012-08-30,2012-09-11,2012-09-06,0,29704,17902,43807.0013,4199.6179,1312.3806,49318.9998
47726,2012-08-30,2012-09-11,2012-09-06,0,29549,7083,28570.8366,2736.5876,855.1836,32162.6078
47727,2012-08-30,2012-09-11,2012-09-06,0,29500,10709,209.256,20.6466,6.4521,236.3547
47728,2012-08-30,2012-09-11,2012-09-06,0,29849,1402,1308.9375,125.658,39.2681,1473.8636
47729,2012-08-30,2012-09-11,2012-09-06,0,29999,3600,324.4527,32.0127,10.004,366.4694
47730,2012-08-30,2012-09-11,2012-09-06,0,30096,10,26305.4643,2539.2861,793.5269,29638.2773
47731,2012-08-30,2012-09-11,2012-09-06,1,12283,3215,2049.0982,163.9279,51.2275,2264.2536
47732,2012-08-30,2012-09-11,2012-09-06,1,13452,6502,2443.35,195.468,61.0838,2699.9018
47733,2012-08-30,2012-09-11,2012-09-06,1,13461,4966,2181.5625,174.525,54.5391,2410.6266
47734,2012-08-30,2012-09-11,2012-09-06,1,15333,18288,782.99,62.6392,19.5748,865.204
47735,2012-08-30,2012-09-11,2012-09-06,1,27084,15061,782.99,62.6392,19.5748,865.204
47736,2012-08-30,2012-09-11,2012-09-06,1,12705,1225,2049.0982,163.9279,51.2275,2264.2536
47737,2012-08-30,2012-09-11,2012-09-06,1,13018,16469,2071.4196,165.7136,51.7855,2288.9187
47738,2012-08-30,2012-09-11,2012-09-06,1,26165,14968,782.99,62.6392,19.5748,865.204
47739,2012-08-31,2012-09-12,2012-09-07,1,20839,3763,782.99,62.6392,19.5748,865.204
47740,2012-08-31,2012-09-12,2012-09-07,1,15337,16681,782.99,62.6392,19.5748,865.204
47741,2012-08-31,2012-09-12,2012-09-07,1,15343,9724,782.99,62.6392,19.5748,865.204
47742,2012-08-31,2012-09-12,2012-09-07,1,22180,13022,2181.5625,174.525,54.5391,2410.6266
47743,2012-08-31,2012-09-12,2012-09-07,1,12988,2516,2049.0982,163.9279,51.2275,2264.2536
47744,2012-08-31,2012-09-12,2012-09-07,1,12989,11767,2049.0982,163.9279,51.2275,2264.2536
47745,2012-08-31,2012-09-12,2012-09-07,1,12998,13284,2049.0982,163.9279,51.2275,2264.2536
47746,2012-08-31,2012-09-12,2012-09-07,1,13022,13555,2049.0982,163.9279,51.2275,2264.2536
47747,2012-09-01,2012-09-13,2012-09-08,1,16253,3307,2181.5625,174.525,54.5391,2410.6266
47748,2012-09-01,2012-09-13,2012-09-08,1,26485,7990,2071.4196,165.7136,51.7855,2288.9187
47749,2012-09-01,2012-09-13,2012-09-08,1,22172,3257,2181.5625,174.525,54.5391,2410.6266
47750,2012-09-01,2012-09-13,2012-09-08,1,21976,13674,2443.35,195.468,61.0838,2699.9018
47751,2012-09-01,2012-09-13,2012-09-08,1,21983,5574,2443.35,195.468,61.0838,2699.9018
47752,2012-09-01,2012-09-13,2012-09-08,1,21994,1384,2181.5625,174.525,54.5391,2410.6266
47753,2012-09-01,2012-09-13,2012-09-08,1,13020,9954,2049.0982,163.9279,51.2275,2264.2536
47754,2012-09-02,2012-09-14,2012-09-09,1,14104,12069,1000.4375,80.035,25.0109,1105.4834
47755,2012-09-02,2012-09-14,2012-09-09,1,17195,12385,1000.4375,80.035,25.0109,1105.4834
47756,2012-09-02,2012-09-14,2012-09-09,1,12272,17354,2071.4196,165.7136,51.7855,2288.9187
47757,2012-09-02,2012-09-14,2012-09-09,1,16530,4596,2181.5625,174.525,54.5391,2410.6266
47758,2012-09-02,2012-09-14,2012-09-09,1,16550,13954,2181.5625,174.525,54.5391,2410.6266
47759,2012-09-02,2012-09-14,2012-09-09,1,14773,14231,2181.5625,174.525,54.5391,2410.6266
47760,2012-09-02,2012-09-14,2012-09-09,1,13482,14413,2181.5625,174.525,54.5391,2410.6266
47761,2012-09-03,2012-09-15,2012-09-10,1,20548,,782.99,62.6392,19.5748,865.204
47762,2012-09-03,2012-09-15,2012-09-10,1,26330,13993,2071.4196,165.7136,51.7855,2288.9187
47763,2012-09-03,2012-09-15,2012-09-10,1,22170,6439,2181.5625,174.525,54.5391,2410.6266
47764,2012-09-04,2012-09-16,2012-09-11,1,28711,13489,2071.4196,165.7136,51.7855,2288.9187
47765,2012-09-04,2012-09-16,2012-09-11,1,26343,17894,2049.0982,163.9279,51.2275,2264.2536
47766,2012-09-04,2012-09-16,2012-09-11,1,26329,16243,2049.0982,163.9279,51.2275,2264.2536
47767,2012-09-04,2012-09-16,2012-09-11,1,24902,2095,1000.4375,80.035,25.0109,1105.4834
47768,2012-09-04,2012-09-16,2012-09-11,1,21985,5810,2181.5625,174.525,54.5391,2410.6266
47769,2012-09-04,2012-09-16,2012-09-11,1,12703,8993,2049.0982,163.9279,51.2275,2264.2536
47770,2012-09-04,2012-09-16,2012-09-11,1,26375,,782.99,62.6392,19.5748,865.204
47771,2012-09-05,2012-09-17,2012-09-12,1,22181,4951,2181.5625,174.525,54.5391,2410.6266
47772,2012-09-05,2012-09-17,2012-09-12,1,22195,466,2443.35,195.468,61.0838,2699.9018
47773,2012-09-05,2012-09-17,2012-09-12,1,15345,11194,782.99,62.6392,19.5748,865.204
47774,2012-09-05,2012-09-17,2012-09-12,1,15346,4790,782.99,62.6392,19.5748,865.204
47775,2012-09-05,2012-09-17,2012-09-12,1,21980,18491,2443.35,195.468,61.0838,2699.9018
47776,2012-09-05,2012-09-17,2012-09-12,1,13007,6679,2071.4196,165.7136,51.7855,2288.9187
47777,2012-09-05,2012-09-17,2012-09-12,1,26162,8101,782.99,62.6392,19.5748,865.204
47778,2012-09-06,2012-09-18,2012-09-13,1,12284,5286,2071.4196,165.7136,51.7855,2288.9187
47779,2012-09-06,2012-09-18,2012-09-13,1,16269,17697,2181.5625,174.525,54.5391,2410.6266
47780,2012-09-06,2012-09-18,2012-09-13,1,14105,18414,1000.4375,80.035,25.0109,1105.4834
47781,2012-09-06,2012-09-18,2012-09-13,1,25991,14936,2181.5625,174.525,54.5391,2410.6266
47782,2012-09-06,2012-09-18,2012-09-13,1,22032,7286,2181.5625,174.525,54.5391,2410.6266
47783,2012-09-06,2012-09-18,2012-09-13,1,22197,9791,2181.5625,174.525,54.5391,2410.6266
47784,2012-09-06,2012-09-18,2012-09-13,1,13078,19159,2071.4196,165.7136,51.7855,2288.9187
47785,2012-09-07,2012-09-19,2012-09-14,1,28708,14244,2071.4196,165.7136,51.7855,2288.9187
47786,2012-09-07,2012-09-19,2012-09-14,1,14719,403,2443.35,195.468,61.0838,2699.9018
47787,2012-09-07,2012-09-19,2012-09-14,1,16585,8129,2443.35,195.468,61.0838,2699.9018
47788,2012-09-08,2012-09-20,2012-09-15,1,16546,542,2181.5625,174.525,54.5391,2410.6266
47789,2012-09-08,2012-09-20,2012-09-15,1,13453,7800,2181.5625,174.525,54.5391,2410.6266
47790,2012-09-08,2012-09-20,2012-09-15,1,22173,3661,2181.5625,174.525,54.5391,2410.6266
47791,2012-09-08,2012-09-20,2012-09-15,1,13036,12563,2049.0982,163.9279,51.2275,2264.2536
47792,2012-09-09,2012-09-21,2012-09-16,1,16207,7373,2443.35,195.468,61.0838,2699.9018
47793,2012-09-09,2012-09-21,2012-09-16,1,14716,4089,2443.35,195.468,61.0838,2699.9018
47794,2012-09-09,2012-09-21,2012-09-16,1,20375,7351,2071.4196,165.7136,51.7855,2288.9187
47795,2012-09-09,2012-09-21,2012-09-16,1,22004,7593,2181.5625,174.525,54.5391,2410.6266
47796,2012-09-09,2012-09-21,2012-09-16,1,21979,177,2181.5625,174.525,54.5391,2410.6266
47797,2012-09-09,2012-09-21,2012-09-16,1,21986,15594,2181.5625,174.525,54.5391,2410.6266
47798,2012-09-09,2012-09-21,2012-09-16,1,13000,7920,2071.4196,165.7136,51.7855,2288.9187
47799,2012-09-10,2012-09-22,2012-09-17,1,12264,1628,2049.0982,163.9279,51.2275,2264.2536
47800,2012-09-10,2012-09-22,2012-09-17,1,14798,7824,2181.5625,174.525,54.5391,2410.6266
47801,2012-09-10,2012-09-22,2012-09-17,1,20555,15012,782.99,62.6392,19.5748,865.204
47802,2012-09-10,2012-09-22,2012-09-17,1,20850,8384,782.99,62.6392,19.5748,865.204
47803,2012-09-10,2012-09-22,2012-09-17,1,22000,14988,2181.5625,174.525,54.5391,2410.6266
47804,2012-09-10,2012-09-22,2012-09-17,1,22178,5663,2443.35,195.468,61.0838,2699.9018
47805,2012-09-10,2012-09-22,2012-09-17,1,22198,17927,2181.5625,174.525,54.5391,2410.6266
47806,2012-09-10,2012-09-22,2012-09-17,1,15348,5308,782.99,62.6392,19.5748,865.204
47807,2012-09-10,2012-09-22,2012-09-17,1,16575,809,2181.5625,174.525,54.5391,2410.6266
47808,2012-09-10,2012-09-22,2012-09-17,1,26161,13851,782.99,62.6392,19.5748,865.204
47809,2012-09-10,2012-09-22,2012-09-17,1,26187,15254,782.99,62.6392,19.5748,865.204
47810,2012-09-10,2012-09-22,2012-09-17,1,26204,5855,782.99,62.6392,19.5748,865.204
47811,2012-09-11,2012-09-23,2012-09-18,1,12271,18013,2071.4196,165.7136,51.7855,2288.9187
47812,2012-09-11,2012-09-23,2012-09-18,1,16252,10293,2181.5625,174.525,54.5391,2410.6266
47813,2012-09-11,2012-09-23,2012-09-18,1,14098,5548,1000.4375,80.035,25.0109,1105.4834
47814,2012-09-11,2012-09-23,2012-09-18,1,26338,9743,2049.0982,163.9279,51.2275,2264.2536
47815,2012-09-11,2012-09-23,2012-09-18,1,22033,6175,2181.5625,174.525,54.5391,2410.6266
47816,2012-09-11,2012-09-23,2012-09-18,1,22174,3792,2443.35,195.468,61.0838,2699.9018
47817,2012-09-11,2012-09-23,2012-09-18,1,22200,9275,2181.5625,174.525,54.5391,2410.6266
47818,2012-09-11,2012-09-23,2012-09-18,1,15364,11228,782.99,62.6392,19.5748,865.204
47819,2012-09-11,2012-09-23,2012-09-18,1,21968,8694,2181.5625,174.525,54.5391,2410.6266
47820,2012-09-11,2012-09-23,2012-09-18,1,13025,15472,2071.4196,165.7136,51.7855,2288.9187
47821,2012-09-11,2012-09-23,2012-09-18,1,13038,7947,2071.4196,165.7136,51.7855,2288.9187
47822,2012-09-11,2012-09-23,2012-09-18,1,13051,4714,2071.4196,165.7136,51.7855,2288.9187
47823,2012-09-11,2012-09-23,2012-09-18,1,26160,7441,782.99,62.6392,19.5748,865.204
47824,2012-09-12,2012-09-24,2012-09-19,1,16267,2475,2443.35,195.468,61.0838,2699.9018
47825,2012-09-12,2012-09-24,2012-09-19,1,20560,127,782.99,62.6392,19.5748,865.204
47826,2012-09-12,2012-09-24,2012-09-19,1,22168,6786,2443.35,195.468,61.0838,2699.9018
47827,2012-09-12,2012-09-24,2012-09-19,1,22175,12616,2443.35,195.468,61.0838,2699.9018
47828,2012-09-12,2012-09-24,2012-09-19,1,21984,7629,2443.35,195.468,61.0838,2699.9018
47829,2012-09-12,2012-09-24,2012-09-19,1,12706,6628,2071.4196,165.7136,51.7855,2288.9187
47830,2012-09-13,2012-09-25,2012-09-20,1,19308,13762,1000.4375,80.035,25.0109,1105.4834
47831,2012-09-13,2012-09-25,2012-09-20,1,12281,17425,2049.0982,163.9279,51.2275,2264.2536
47832,2012-09-13,2012-09-25,2012-09-20,1,13478,15602,2443.35,195.468,61.0838,2699.9018
47833,2012-09-13,2012-09-25,2012-09-20,1,22031,15501,2181.5625,174.525,54.5391,2410.6266
47834,2012-09-13,2012-09-25,2012-09-20,1,22196,13763,2181.5625,174.525,54.5391,2410.6266
47835,2012-09-13,2012-09-25,2012-09-20,1,24904,12751,1000.4375,80.035,25.0109,1105.4834
47836,2012-09-14,2012-09-26,2012-09-21,1,28707,776,2071.4196,165.7136,51.7855,2288.9187
47837,2012-09-14,2012-09-26,2012-09-21,1,12277,1168,2071.4196,165.7136,51.7855,2288.9187
47838,2012-09-14,2012-09-26,2012-09-21,1,13456,9706,2181.5625,174.525,54.5391,2410.6266
47839,2012-09-14,2012-09-26,2012-09-21,1,20838,13317,782.99,62.6392,19.5748,865.204
47840,2012-09-14,2012-09-26,2012-09-21,1,20584,359,782.99,62.6392,19.5748,865.204
47841,2012-09-14,2012-09-26,2012-09-21,1,26490,6422,2049.0982,163.9279,51.2275,2264.2536
47842,2012-09-14,2012-09-26,2012-09-21,1,15338,5312,782.99,62.6392,19.5748,865.204
47843,2012-09-14,2012-09-26,2012-09-21,1,15339,7429,782.99,62.6392,19.5748,865.204
47844,2012-09-14,2012-09-26,2012-09-21,1,21996,,2181.5625,174.525,54.5391,2410.6266
47845,2012-09-15,2012-09-27,2012-09-22,1,16206,18452,2443.35,195.468,61.0838,2699.9018
47846,2012-09-15,2012-09-27,2012-09-22,1,14779,4942,2443.35,195.468,61.0838,2699.9018
47847,2012-09-15,2012-09-27,2012-09-22,1,16278,4760,2443.35,195.468,61.0838,2699.9018
47848,2012-09-15,2012-09-27,2012-09-22,1,26328,15646,2049.0982,163.9279,51.2275,2264.2536
47849,2012-09-15,2012-09-27,2012-09-22,1,15342,2623,782.99,62.6392,19.5748,865.204
47850,2012-09-15,2012-09-27,2012-09-22,1,15350,6043,782.99,62.6392,19.5748,865.204
47851,2012-09-16,2012-09-28,2012-09-23,1,26331,3736,2049.0982,163.9279,51.2275,2264.2536
47852,2012-09-16,2012-09-28,2012-09-23,1,26342,16206,2071.4196,165.7136,51.7855,2288.9187
47853,2012-09-16,2012-09-28,2012-09-23,1,26487,1954,2049.0982,163.9279,51.2275,2264.2536
47854,2012-09-16,2012-09-28,2012-09-23,1,15341,16234,782.99,62.6392,19.5748,865.204
47855,2012-09-16,2012-09-28,2012-09-23,1,12987,7738,2071.4196,165.7136,51.7855,2288.9187
47856,2012-09-16,2012-09-28,2012-09-23,1,12995,1057,2049.0982,163.9279,51.2275,2264.2536
47857,2012-09-16,2012-09-28,2012-09-23,1,13024,11761,2049.0982,163.9279,51.2275,2264.2536
47858,2012-09-17,2012-09-29,2012-09-24,1,19302,7904,1000.4375,80.035,25.0109,1105.4834
47859,2012-09-17,2012-09-29,2012-09-24,1,28713,14369,2049.0982,163.9279,51.2275,2264.2536
47860,2012-09-17,2012-09-29,2012-09-24,1,26339,,2071.4196,165.7136,51.7855,2288.9187
47861,2012-09-17,2012-09-29,2012-09-24,1,20470,16799,2071.4196,165.7136,51.7855,2288.9187
47862,2012-09-17,2012-09-29,2012-09-24,1,22199,18108,2181.5625,174.525,54.5391,2410.6266
47863,2012-09-17,2012-09-29,2012-09-24,1,15351,8427,782.99,62.6392,19.5748,865.204
47864,2012-09-17,2012-09-29,2012-09-24,1,21966,5967,2181.5625,174.525,54.5391,2410.6266
47865,2012-09-17,2012-09-29,2012-09-24,1,12701,12912,2071.4196,165.7136,51.7855,2288.9187
47866,2012-09-17,2012-09-29,2012-09-24,1,12990,7285,2071.4196,165.7136,51.7855,2288.9187
47867,2012-09-17,2012-09-29,2012-09-24,1,12991,11208,2049.0982,163.9279,51.2275,2264.2536
47868,2012-09-17,2012-09-29,2012-09-24,1,13021,9369,2071.4196,165.7136,51.7855,2288.9187
47869,2012-09-17,2012-09-29,2012-09-24,1,26190,15193,782.99,62.6392,19.5748,865.204
47870,2012-09-18,2012-09-30,2012-09-25,1,19305,4498,1000.4375,80.035,25.0109,1105.4834
47871,2012-09-18,2012-09-30,2012-09-25,1,14708,2863,2181.5625,174.525,54.5391,2410.6266
47872,2012-09-18,2012-09-30,2012-09-25,1,14790,8881,2181.5625,174.525,54.5391,2410.6266
47873,2012-09-18,2012-09-30,2012-09-25,1,26321,14049,1000.4375,80.035,25.0109,1105.4834
47874,2012-09-18,2012-09-30,2012-09-25,1,13462,13732,2181.5625,174.525,54.5391,2410.6266
47875,2012-09-18,2012-09-30,2012-09-25,1,25992,16918,2181.5625,174.525,54.5391,2410.6266
47876,2012-09-18,2012-09-30,2012-09-25,1,20848,16431,782.99,62.6392,19.5748,865.204
47877,2012-09-18,2012-09-30,2012-09-25,1,20851,11727,782.99,62.6392,19.5748,865.204
47878,2012-09-18,2012-09-30,2012-09-25,1,12702,8203,2049.0982,163.9279,51.2275,2264.2536
47879,2012-09-19,2012-10-01,2012-09-26,1,18157,4274,1000.4375,80.035,25.0109,1105.4834
47880,2012-09-19,2012-10-01,2012-09-26,1,28689,1031,2049.0982,163.9279,51.2275,2264.2536
47881,2012-09-19,2012-10-01,2012-09-26,1,16553,6082,2181.5625,174.525,54.5391,2410.6266
47882,2012-09-19,2012-10-01,2012-09-26,1,13464,12141,2181.5625,174.525,54.5391,2410.6266
47883,2012-09-19,2012-10-01,2012-09-26,1,26481,10760,2071.4196,165.7136,51.7855,2288.9187
47884,2012-09-19,2012-10-01,2012-09-26,1,22030,5770,2443.35,195.468,61.0838,2699.9018
47885,2012-09-19,2012-10-01,2012-09-26,1,24901,7294,1000.4375,80.035,25.0109,1105.4834
47886,2012-09-19,2012-10-01,2012-09-26,1,13011,6871,2049.0982,163.9279,51.2275,2264.2536
47887,2012-09-19,2012-10-01,2012-09-26,1,13012,3729,2071.4196,165.7136,51.7855,2288.9187
47888,2012-09-19,2012-10-01,2012-09-26,1,13050,8436,2071.4196,165.7136,51.7855,2288.9187
47889,2012-09-20,2012-10-02,2012-09-27,1,16541,2521,2181.5625,174.525,54.5391,2410.6266
47890,2012-09-20,2012-10-02,2012-09-27,1,16263,16744,2443.35,195.468,61.0838,2699.9018
47891,2012-09-20,2012-10-02,2012-09-27,1,16290,3968,2181.5625,174.525,54.5391,2410.6266
47892,2012-09-20,2012-10-02,2012-09-27,1,26373,17507,1000.4375,80.035,25.0109,1105.4834
47893,2012-09-20,2012-10-02,2012-09-27,1,25989,5602,2181.5625,174.525,54.5391,2410.6266
